1.000000000000000000e+00,1.000000000000000000e+02,1.901599999999999957e+00,1.892421057372964954e+00,1.910778942627034960e+00
7.500000000000000000e-01,5.136900000000009925e+01,1.859499999999999931e+00,1.848475810163100252e+00,1.870524189836899609e+00
5.000000000000000000e-01,1.481188888888888755e+01,1.777600000000000069e+00,1.763672434732574512e+00,1.791527565267425626e+00
2.500000000000000000e-01,2.364222222222222225e+00,1.455500000000000016e+00,1.433221258851541835e+00,1.477778741148458197e+00
1.000000000000000056e-01,5.535555555555544682e-01,9.314000000000000057e-01,9.016486846272908640e-01,9.611513153727091474e-01
